tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
714	Aggregatibacter actinomycetemcomitans	77211490	0	live	cdtC	LIN98_RS05155	cytolethal distending toxin subunit Aa-CdtC	cytolethal distending toxin subunit Aa-CdtC									
714	Aggregatibacter actinomycetemcomitans	77211488	0	live	cdtA	LIN98_RS05145	cytolethal distending toxin subunit Aa-CdtA	cytolethal distending toxin subunit Aa-CdtA									
714	Aggregatibacter actinomycetemcomitans	77211487	0	live	LIN98_RS05140	LIN98_RS05140	antitoxin	antitoxin									
714	Aggregatibacter actinomycetemcomitans	77211485	0	live	LIN98_RS05130	LIN98_RS05130	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	AbrB/MazE/SpoVT family DNA-binding domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77211484	0	live	LIN98_RS05125	LIN98_RS05125	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211483	0	live	LIN98_RS05120	LIN98_RS05120	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211482	0	live	LIN98_RS05115	LIN98_RS05115	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211477	0	live	rng	LIN98_RS05090	ribonuclease G	ribonuclease G									
714	Aggregatibacter actinomycetemcomitans	77211459	0	live	iscR	LIN98_RS05000	Fe-S cluster assembly transcriptional regulator IscR	Fe-S cluster assembly transcriptional regulator IscR									
714	Aggregatibacter actinomycetemcomitans	77211457	0	live	iscU	LIN98_RS04990	Fe-S cluster assembly scaffold IscU	Fe-S cluster assembly scaffold IscU									
714	Aggregatibacter actinomycetemcomitans	77211453	0	live	fdx	LIN98_RS04970	ISC system 2Fe-2S type ferredoxin	ISC system 2Fe-2S type ferredoxin									
714	Aggregatibacter actinomycetemcomitans	77211446	0	live	infA	LIN98_RS04935	translation initiation factor IF-1	translation initiation factor IF-1									
714	Aggregatibacter actinomycetemcomitans	77211442	0	live	citD	LIN98_RS04915	citrate lyase acyl carrier protein	citrate lyase acyl carrier protein									
714	Aggregatibacter actinomycetemcomitans	77211420	0	live	LIN98_RS04805	LIN98_RS04805	OmpW/AlkL family protein	OmpW/AlkL family protein									
714	Aggregatibacter actinomycetemcomitans	77211419	0	live	LIN98_RS04800	LIN98_RS04800	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211418	0	live	LIN98_RS04795	LIN98_RS04795	septation protein A	septation protein A									
714	Aggregatibacter actinomycetemcomitans	77211417	0	live	yciA	LIN98_RS04790	acyl-CoA thioester hydrolase YciA	acyl-CoA thioester hydrolase YciA									
714	Aggregatibacter actinomycetemcomitans	77211416	0	live	LIN98_RS04785	LIN98_RS04785	YciI family protein	YciI family protein									
714	Aggregatibacter actinomycetemcomitans	77211407	0	live	LIN98_RS04740	LIN98_RS04740	YbaB/EbfC family nucleoid-associated protein	YbaB/EbfC family nucleoid-associated protein									
714	Aggregatibacter actinomycetemcomitans	77211401	0	live	epmA	LIN98_RS04710	elongation factor P--(R)-beta-lysine ligase	elongation factor P--(R)-beta-lysine ligase									
714	Aggregatibacter actinomycetemcomitans	77211397	0	live	frdD	LIN98_RS04690	fumarate reductase subunit FrdD	fumarate reductase subunit FrdD									
714	Aggregatibacter actinomycetemcomitans	77211382	0	live	LIN98_RS04615	LIN98_RS04615	chorismate mutase	chorismate mutase									
714	Aggregatibacter actinomycetemcomitans	77211381	0	live	lpxC	LIN98_RS04610	UDP-3-O-acyl-N-acetylglucosamine deacetylase	UDP-3-O-acyl-N-acetylglucosamine deacetylase									
714	Aggregatibacter actinomycetemcomitans	77211372	0	live	mraY	LIN98_RS04565	phospho-N-acetylmuramoyl-pentapeptide-transferase	phospho-N-acetylmuramoyl-pentapeptide-transferase									
714	Aggregatibacter actinomycetemcomitans	77211346	0	live	LIN98_RS04435	LIN98_RS04435	type II secretion system F family protein	type II secretion system F family protein									
714	Aggregatibacter actinomycetemcomitans	77211345	0	live	LIN98_RS04430	LIN98_RS04430	type II secretion system F family protein	type II secretion system F family protein									
714	Aggregatibacter actinomycetemcomitans	77211344	0	live	LIN98_RS04425	LIN98_RS04425	tetratricopeptide repeat protein	tetratricopeptide repeat protein									
714	Aggregatibacter actinomycetemcomitans	77211342	0	live	tadF	LIN98_RS04415	tight adherence pilus pseudopilin TadF	tight adherence pilus pseudopilin TadF									
714	Aggregatibacter actinomycetemcomitans	77211328	0	live	rpoE	LIN98_RS04345	RNA polymerase sigma factor RpoE	RNA polymerase sigma factor RpoE									
714	Aggregatibacter actinomycetemcomitans	77211319	0	live	LIN98_RS04300	LIN98_RS04300	DNA-3-methyladenine glycosylase I	DNA-3-methyladenine glycosylase I									
714	Aggregatibacter actinomycetemcomitans	77211318	0	live	LIN98_RS04295	LIN98_RS04295	YagU family protein	YagU family protein									
714	Aggregatibacter actinomycetemcomitans	77211307	0	live	tuf	LIN98_RS04240	elongation factor Tu	elongation factor Tu									
714	Aggregatibacter actinomycetemcomitans	77211295	0	live	LIN98_RS04180	LIN98_RS04180	sigma-70 family RNA polymerase sigma factor	sigma-70 family RNA polymerase sigma factor									
714	Aggregatibacter actinomycetemcomitans	77211294	0	live	LIN98_RS04175	LIN98_RS04175	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211287	0	live	narL	LIN98_RS04140	two-component system response regulator NarL	two-component system response regulator NarL									
714	Aggregatibacter actinomycetemcomitans	77211278	0	live	LIN98_RS04095	LIN98_RS04095	HU family DNA-binding protein	HU family DNA-binding protein									
714	Aggregatibacter actinomycetemcomitans	77211277	0	live	LIN98_RS04090	LIN98_RS04090	DeoR/GlpR family DNA-binding transcription regulator	DeoR/GlpR family DNA-binding transcription regulator									
714	Aggregatibacter actinomycetemcomitans	77211260	0	live	gltS	LIN98_RS04005	sodium/glutamate symporter	sodium/glutamate symporter									
714	Aggregatibacter actinomycetemcomitans	77211258	0	live	LIN98_RS03995	LIN98_RS03995	response regulator	response regulator									
714	Aggregatibacter actinomycetemcomitans	77211255	0	live	LIN98_RS03980	LIN98_RS03980	YejL family protein	YejL family protein									
714	Aggregatibacter actinomycetemcomitans	77211249	0	live	csrA	LIN98_RS03950	carbon storage regulator CsrA	carbon storage regulator CsrA									
714	Aggregatibacter actinomycetemcomitans	77211240	0	live	nqrM	LIN98_RS03905	(Na+)-NQR maturation NqrM	(Na+)-NQR maturation NqrM									
714	Aggregatibacter actinomycetemcomitans	77211237	0	live	nqrE	LIN98_RS03890	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	NADH:ubiquinone reductase (Na(+)-transporting) subunit E									
714	Aggregatibacter actinomycetemcomitans	77211236	0	live	LIN98_RS03885	LIN98_RS03885	NADH:ubiquinone reductase (Na(+)-transporting) subunit D	NADH:ubiquinone reductase (Na(+)-transporting) subunit D									
714	Aggregatibacter actinomycetemcomitans	77211235	0	live	LIN98_RS03880	LIN98_RS03880	Na(+)-translocating NADH-quinone reductase subunit C	Na(+)-translocating NADH-quinone reductase subunit C									
714	Aggregatibacter actinomycetemcomitans	77211227	0	live	LIN98_RS03840	LIN98_RS03840	oxidative damage protection protein	oxidative damage protection protein									
714	Aggregatibacter actinomycetemcomitans	77211222	0	live	LIN98_RS03815	LIN98_RS03815	ABC transporter permease	ABC transporter permease									
714	Aggregatibacter actinomycetemcomitans	77211218	0	live	pyrE	LIN98_RS03795	orotate phosphoribosyltransferase	orotate phosphoribosyltransferase									
714	Aggregatibacter actinomycetemcomitans	77211213	0	live	rpsB	LIN98_RS03770	30S ribosomal protein S2	30S ribosomal protein S2									
714	Aggregatibacter actinomycetemcomitans	77211208	0	live	LIN98_RS03745	LIN98_RS03745	diacylglycerol kinase	diacylglycerol kinase									
714	Aggregatibacter actinomycetemcomitans	77211201	0	live	LIN98_RS03710	LIN98_RS03710	co-chaperone GroES	co-chaperone GroES									
714	Aggregatibacter actinomycetemcomitans	77211174	0	live	rpsK	LIN98_RS03575	30S ribosomal protein S11	30S ribosomal protein S11									
714	Aggregatibacter actinomycetemcomitans	77211164	0	live	rpsN	LIN98_RS03525	30S ribosomal protein S14	30S ribosomal protein S14									
714	Aggregatibacter actinomycetemcomitans	77211161	0	live	rplN	LIN98_RS03510	50S ribosomal protein L14	50S ribosomal protein L14									
714	Aggregatibacter actinomycetemcomitans	77211148	0	live	LIN98_RS03445	LIN98_RS03445	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211146	0	live	xerC	LIN98_RS03435	tyrosine recombinase XerC	tyrosine recombinase XerC									
714	Aggregatibacter actinomycetemcomitans	77211124	0	live	LIN98_RS03325	LIN98_RS03325	virulence factor	virulence factor									
714	Aggregatibacter actinomycetemcomitans	77211092	0	live	exbD	LIN98_RS03160	TonB system transport protein ExbD	TonB system transport protein ExbD									
714	Aggregatibacter actinomycetemcomitans	77211091	0	live	exbB	LIN98_RS03155	TonB-system energizer ExbB	TonB-system energizer ExbB									
714	Aggregatibacter actinomycetemcomitans	77211087	0	live	fghA	LIN98_RS03135	S-formylglutathione hydrolase	S-formylglutathione hydrolase									
